mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	Trill:prallprall
30	29	227/2	235/2	0.5		3/8	3/8	Chord	4/4	1	2	1/8	1/8	1	588							
30	29	114	118	0.5		1/2	1/2	Chord	4/4	1	2	1/8	1/8	1	589							
30	29	229/2	237/2	1.0		5/8	5/8	Chord	4/4	1	2	1/4	1/4	1	590							
30	29	231/2	239/2	0.25		7/8	7/8	Chord	4/4	1	2	1/16	1/16	1	591							
30	29	463/4	479/4	0.25		15/16	15/16	Chord	4/4	1	2	1/16	1/16	1	592							
30	29	112	116	0.0		0	0	Spanner	4/4	2	1	0										4
30	29	112	116	0.5		0	0	Chord	4/4	2	1	1/8	1/8	1	593							4
30	29	225/2	233/2	0.5		1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	594							4
30	29	113	117	0.5		1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	595							4
30	29	227/2	235/2	0.5		3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	596							4
30	29	114	118	1.0		1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	597							4
30	29	115	119	1.0		3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	598							4
30	29	112	116	1.0		0	0	Chord	4/4	2	2	1/4	1/4	1	599							
31	30	116	120	0.5		0	0	Chord	4/4	1	1	1/8	1/8	1	600							
31	30	233/2	241/2	1.0		1/8	1/8	Chord	4/4	1	1	1/4	1/4	1	601							
31	30	235/2	243/2	0.5		3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	602							
31	30	118	122	0.5		1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	603							
31	30	237/2	245/2	0.25		5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	604							
31	30	475/4	491/4	0.25		11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	605							
31	30	119	123	0.5		3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	606							
31	30	239/2	247/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	607							
31	30	116	120	0.5		0	0	Chord	4/4	1	2	1/8	1/8	1	608							
31	30	233/2	241/2	0.25		1/8	1/8	Chord	4/4	1	2	1/16	1/16	1	609							
31	30	467/4	483/4	0.25		3/16	3/16	Chord	4/4	1	2	1/16	1/16	1	610							
31	30	117	121	0.5		1/4	1/4	Chord	4/4	1	2	1/8	1/8	1	611							
31	30	235/2	243/2	1.5		3/8	3/8	Chord	4/4	1	2	3/8	1/4	3/2	612							
31	30	119	123	0.5		3/4	3/4	Chord	4/4	1	2	1/8	1/8	1	613							
31	30	239/2	247/2	0.25		7/8	7/8	Chord	4/4	1	2	1/16	1/16	1	614							
31	30	479/4	495/4	0.25		15/16	15/16	Chord	4/4	1	2	1/16	1/16	1	615							
31	30	116	120	0.0		0	0	Spanner	4/4	2	1	0										
31	30	116	120	0.5		0	0	Chord	4/4	2	1	1/8	1/8	1	616							
31	30	233/2	241/2	0.25		1/8	1/8	Chord	4/4	2	1	1/16	1/16	1	617							
31	30	467/4	483/4	0.25		3/16	3/16	Chord	4/4	2	1	1/16	1/16	1	618							
31	30	117	121	1.0		1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	619							
31	30	118	122	0.0		1/2	1/2	Spanner	4/4	2	1	0										5
31	30	118	122	1.5		1/2	1/2	Chord	4/4	2	1	3/8	1/4	3/2	620							5
31	30	239/2	247/2	0.25		7/8	7/8	Chord	4/4	2	1	1/16	1/16	1	621							5
31	30	479/4	495/4	0.25		15/16	15/16	Chord	4/4	2	1	1/16	1/16	1	622							5
32	31	120	124	0.5		0	0	Chord	4/4	1	1	1/8	1/8	1	623							
32	31	241/2	249/2	1.0		1/8	1/8	Chord	4/4	1	1	1/4	1/4	1	624							
32	31	243/2	251/2	0.25		3/8	3/8	Chord	4/4	1	1	1/16	1/16	1	625							
32	31	487/4	503/4	0.25		7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	626							
32	31	122	126	0.5		1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	627							
32	31	245/2	253/2	0.5		5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	628							
32	31	123	127	0.5		3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	629							
32	31	247/2	255/2	0.25		7/8	7/8	Chord	4/4	1	1	1/16	1/16	1	630							
32	31	495/4	511/4	0.25		15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	631							
32	31	120	124	0.5		0	0	Chord	4/4	1	2	1/8	1/8	1	632							
32	31	241/2	249/2	1.0		1/8	1/8	Chord	4/4	1	2	1/4	1/4	1	633							
32	31	243/2	251/2	0.25		3/8	3/8	Chord	4/4	1	2	1/16	1/16	1	634							
32	31	487/4	503/4	0.25		7/16	7/16	Chord	4/4	1	2	1/16	1/16	1	635							
32	31	122	126	0.5		1/2	1/2	Chord	4/4	1	2	1/8	1/8	1	636							
32	31	245/2	253/2	0.5		5/8	5/8	Chord	4/4	1	2	1/8	1/8	1	637							
32	31	123	127	0.5		3/4	3/4	Chord	4/4	1	2	1/8	1/8	1	638							
32	31	247/2	255/2	0.5		7/8	7/8	Chord	4/4	1	2	1/8	1/8	1	639							
32	31	120	124	0.0		0	0	Spanner	4/4	2	1	0										
32	31	120	124	1.0		0	0	Chord	4/4	2	1	1/4	1/4	1	640							
32	31	121	125	0.0		1/4	1/4	Spanner	4/4	2	1	0										6
32	31	121	125	1.5		1/4	1/4	Chord	4/4	2	1	3/8	1/4	3/2	641							6
32	31	245/2	253/2	0.25		5/8	5/8	Chord	4/4	2	1	1/16	1/16	1	642							6
32	31	491/4	507/4	0.25		11/16	11/16	Chord	4/4	2	1	1/16	1/16	1	643							6
32	31	123	127	0.5		3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	644							6
32	31	247/2	255/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	645							6
32	31	121	125	1.5		1/4	1/4	Chord	4/4	2	2	3/8	1/4	3/2	646							
32	31	123	127	0.5		3/4	3/4	Chord	4/4	2	2	1/8	1/8	1	647							
32	31	247/2	255/2	0.5		7/8	7/8	Chord	4/4	2	2	1/8	1/8	1	648							
33	32	124	128	1.5		0	0	Chord	4/4	1	1	3/8	1/4	3/2	649							
33	32	251/2	259/2	0.5		3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	650							
33	32	126	130	0.5		1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	651							
33	32	253/2	261/2	0.5		5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	652							
33	32	127	131	0.5		3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	653							
33	32	255/2	263/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	654							
33	32	124	128	0.5		0	0	Chord	4/4	1	2	1/8	1/8	1	655							
33	32	249/2	257/2	0.5		1/8	1/8	Chord	4/4	1	2	1/8	1/8	1	656							
33	32	125	129	0.5		1/4	1/4	Chord	4/4	1	2	1/8	1/8	1	657							
33	32	251/2	259/2	0.5		3/8	3/8	Chord	4/4	1	2	1/8	1/8	1	658							
33	32	126	130	0.5		1/2	1/2	Chord	4/4	1	2	1/8	1/8	1	659							
33	32	253/2	261/2	0.25		5/8	5/8	Chord	4/4	1	2	1/16	1/16	1	660							
33	32	507/4	523/4	0.25		11/16	11/16	Chord	4/4	1	2	1/16	1/16	1	661							
33	32	127	131	0.5		3/4	3/4	Chord	4/4	1	2	1/8	1/8	1	662							
33	32	255/2	263/2	0.5		7/8	7/8	Chord	4/4	1	2	1/8	1/8	1	663							
33	32	124	128	0.0		0	0	Spanner	4/4	2	1	0										
33	32	124	128	1.5		0	0	Chord	4/4	2	1	3/8	1/4	3/2	664							
33	32	251/2	259/2	0.25		3/8	3/8	Chord	4/4	2	1	1/16	1/16	1	665							
33	32	503/4	519/4	0.25		7/16	7/16	Chord	4/4	2	1	1/16	1/16	1	666							
33	32	126	130	0.5		1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	667							
33	32	253/2	261/2	0.5		5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	668							
33	32	127	131	0.5		3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	669							
33	32	255/2	263/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	670							
33	32	124	128	0.5		0	0	Chord	4/4	2	2	1/8	1/8	1	671							
33	32	249/2	257/2	0.5		1/8	1/8	Chord	4/4	2	2	1/8	1/8	1	672							
33	32	125	129	0.5		1/4	1/4	Chord	4/4	2	2	1/8	1/8	1	673							
33	32	251/2	259/2	0.5		3/8	3/8	Chord	4/4	2	2	1/8	1/8	1	674							
33	32	126	130	1.0		1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	675							
33	32	127	131	1.0		3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	676							
34	33	128	132	0.5		0	0	Chord	4/4	1	1	1/8	1/8	1	677							
34	33	257/2	265/2	0.25		1/8	1/8	Chord	4/4	1	1	1/16	1/16	1	678							
34	33	515/4	531/4	0.25		3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	679							
34	33	129	133	0.5		1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	680							
34	33	259/2	267/2	0.5		3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	681							
34	33	130	134	0.5		1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	682							
34	33	261/2	269/2	1.0		5/8	5/8	Chord	4/4	1	1	1/4	1/4	1	683							
34	33	263/2	271/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	684							
34	33	128	132	0.5		0	0	Chord	4/4	1	2	1/8	1/8	1	685							
34	33	257/2	265/2	1.0		1/8	1/8	Chord	4/4	1	2	1/4	1/4	1	686							
34	33	259/2	267/2	0.5		3/8	3/8	Chord	4/4	1	2	1/8	1/8	1	687							
34	33	130	134	0.5		1/2	1/2	Chord	4/4	1	2	1/8	1/8	1	688							
34	33	261/2	269/2	0.5		5/8	5/8	Chord	4/4	1	2	1/8	1/8	1	689							
34	33	131	135	0.5		3/4	3/4	Chord	4/4	1	2	1/8	1/8	1	690							
34	33	263/2	271/2	0.5		7/8	7/8	Chord	4/4	1	2	1/8	1/8	1	691							
34	33	128	132	1.5		0	0	Chord	4/4	2	1	3/8	1/4	3/2	692							
34	33	259/2	267/2	0.25		3/8	3/8	Chord	4/4	2	1	1/16	1/16	1	693							
34	33	519/4	535/4	0.25		7/16	7/16	Chord	4/4	2	1	1/16	1/16	1	694							
34	33	130	134	0.5		1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	695							
34	33	261/2	269/2	0.5		5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	696							
34	33	131	135	0.5		3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	697							
34	33	263/2	271/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	698							
34	33	128	132	0.5		0	0	Chord	4/4	2	2	1/8	1/8	1	699							
34	33	257/2	265/2	1.0		1/8	1/8	Chord	4/4	2	2	1/4	1/4	1	700							
34	33	259/2	267/2	0.5		3/8	3/8	Chord	4/4	2	2	1/8	1/8	1	701							
34	33	130	134	0.5		1/2	1/2	Chord	4/4	2	2	1/8	1/8	1	702							
34	33	261/2	269/2	0.5		5/8	5/8	Chord	4/4	2	2	1/8	1/8	1	703							
34	33	131	135	0.5		3/4	3/4	Chord	4/4	2	2	1/8	1/8	1	704							
34	33	263/2	271/2	0.5		7/8	7/8	Chord	4/4	2	2	1/8	1/8	1	705							
35	34	132	136	1.5		0	0	Chord	4/4	1	1	3/8	1/4	3/2	706							
35	34	267/2	275/2	0.5		3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	707							
35	34	134	138	0.5		1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	708							
35	34	269/2	277/2	0.25		5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	709							
35	34	539/4	555/4	0.25		11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	710							
35	34	135	139	0.5		3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	711							
35	34	271/2	279/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	712							
35	34	132	136	0.5		0	0	Chord	4/4	1	2	1/8	1/8	1	713							
35	34	265/2	273/2	0.5		1/8	1/8	Chord	4/4	1	2	1/8	1/8	1	714							
35	34	133	137	1.5		1/4	1/4	Chord	4/4	1	2	3/8	1/4	3/2	715							
35	34	269/2	277/2	0.25		5/8	5/8	Chord	4/4	1	2	1/16	1/16	1	716							
35	34	539/4	555/4	0.25		11/16	11/16	Chord	4/4	1	2	1/16	1/16	1	717							
35	34	135	139	1.0		3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	718							
35	34	132	136	0.5		0	0	Chord	4/4	2	1	1/8	1/8	1	719							
35	34	265/2	273/2	0.25		1/8	1/8	Chord	4/4	2	1	1/16	1/16	1	720							
35	34	531/4	547/4	0.25		3/16	3/16	Chord	4/4	2	1	1/16	1/16	1	721							
35	34	133	137	1.5		1/4	1/4	Chord	4/4	2	1	3/8	1/4	3/2	722							
35	34	269/2	277/2	1.0		5/8	5/8	Chord	4/4	2	1	1/4	1/4	1	723							
35	34	271/2	279/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	724							
35	34	132	136	1.5		0	0	Chord	4/4	2	2	3/8	1/4	3/2	725							
35	34	267/2	275/2	0.5		3/8	3/8	Chord	4/4	2	2	1/8	1/8	1	726							
35	34	134	138	0.5		1/2	1/2	Chord	4/4	2	2	1/8	1/8	1	727							
36	35	136	140	0.5		0	0	Chord	4/4	1	1	1/8	1/8	1	728							
36	35	273/2	281/2	1.0		1/8	1/8	Chord	4/4	1	1	1/4	1/4	1	729							
36	35	275/2	283/2	1.0		3/8	3/8	Chord	4/4	1	1	1/4	1/4	1	730							
36	35	277/2	285/2	1.0		5/8	5/8	Chord	4/4	1	1	1/4	1/4	1	731							
36	35	279/2	287/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	732							
36	35	136	140	0.5		0	0	Chord	4/4	1	2	1/8	1/8	1	733							
36	35	273/2	281/2	0.25		1/8	1/8	Chord	4/4	1	2	1/16	1/16	1	734							
36	35	547/4	563/4	0.25		3/16	3/16	Chord	4/4	1	2	1/16	1/16	1	735							
36	35	137	141	0.5		1/4	1/4	Chord	4/4	1	2	1/8	1/8	1	736							
36	35	275/2	283/2	0.5		3/8	3/8	Chord	4/4	1	2	1/8	1/8	1	737							
36	35	138	142	0.5		1/2	1/2	Chord	4/4	1	2	1/8	1/8	1	738							
36	35	277/2	285/2	0.25		5/8	5/8	Chord	4/4	1	2	1/16	1/16	1	739							
36	35	555/4	571/4	0.25		11/16	11/16	Chord	4/4	1	2	1/16	1/16	1	740							
36	35	139	143	0.5		3/4	3/4	Chord	4/4	1	2	1/8	1/8	1	741							
36	35	279/2	287/2	0.5		7/8	7/8	Chord	4/4	1	2	1/8	1/8	1	742							
36	35	136	140	0.5		0	0	Chord	4/4	2	1	1/8	1/8	1	743							
36	35	273/2	281/2	1.0		1/8	1/8	Chord	4/4	2	1	1/4	1/4	1	744							
36	35	275/2	283/2	0.5		3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	745							
36	35	138	142	0.5		1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	746							
36	35	277/2	285/2	0.25		5/8	5/8	Chord	4/4	2	1	1/16	1/16	1	747							
36	35	555/4	571/4	0.25		11/16	11/16	Chord	4/4	2	1	1/16	1/16	1	748							
36	35	139	143	1.0		3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	749							
36	35	275/2	283/2	0.5		3/8	3/8	Chord	4/4	2	2	1/8	1/8	1	750							
36	35	138	142	1.0		1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	751							
36	35	139	143	1.0		3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	752							
37	36	140	144	0.5		0	0	Chord	4/4	1	1	1/8	1/8	1	753							
37	36	281/2	289/2	0.25		1/8	1/8	Chord	4/4	1	1	1/16	1/16	1	754							
37	36	563/4	579/4	0.25		3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	755							
37	36	141	145	0.5		1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	756							
37	36	283/2	291/2	0.5		3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	757							
37	36	142	146	0.5		1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	758							
37	36	285/2	293/2	1.0		5/8	5/8	Chord	4/4	1	1	1/4	1/4	1	759							
37	36	287/2	295/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	760							
37	36	140	144	0.5		0	0	Chord	4/4	1	2	1/8	1/8	1	761							
37	36	281/2	289/2	1.0		1/8	1/8	Chord	4/4	1	2	1/4	1/4	1	762							
37	36	283/2	291/2	0.25		3/8	3/8	Chord	4/4	1	2	1/16	1/16	1	763							
37	36	567/4	583/4	0.25		7/16	7/16	Chord	4/4	1	2	1/16	1/16	1	764							
37	36	142	146	0.5		1/2	1/2	Chord	4/4	1	2	1/8	1/8	1	765							
37	36	285/2	293/2	0.5		5/8	5/8	Chord	4/4	1	2	1/8	1/8	1	766							
37	36	143	147	1.0		3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	767							
37	36	140	144	1.0		0	0	Chord	4/4	2	1	1/4	1/4	1	768							
37	36	141	145	2.0		1/4	1/4	Chord	4/4	2	1	1/2	1/2	1	769							
37	36	143	147	1.0		3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	770							
37	36	140	144	0.5		0	0	Chord	4/4	2	2	1/8	1/8	1	771							
37	36	281/2	289/2	1.0		1/8	1/8	Chord	4/4	2	2	1/4	1/4	1	772							
37	36	283/2	291/2	0.5		3/8	3/8	Chord	4/4	2	2	1/8	1/8	1	773							
37	36	142	146	0.5		1/2	1/2	Chord	4/4	2	2	1/8	1/8	1	774							
37	36	285/2	293/2	0.5		5/8	5/8	Chord	4/4	2	2	1/8	1/8	1	775							
37	36	143	147	1.0		3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	776							
38	37	144	148	0.5		0	0	Chord	4/4	1	1	1/8	1/8	1	777							
38	37	289/2	297/2	1.0		1/8	1/8	Chord	4/4	1	1	1/4	1/4	1	778							
38	37	291/2	299/2	0.5		3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	779							
38	37	146	150	0.5		1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	780							
38	37	293/2	301/2	0.5		5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	781							
38	37	147	151	1.0		3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	782							
38	37	144	148	0.5		0	0	Chord	4/4	1	2	1/8	1/8	1	783							
38	37	289/2	297/2	0.25		1/8	1/8	Chord	4/4	1	2	1/16	1/16	1	784							
38	37	579/4	595/4	0.25		3/16	3/16	Chord	4/4	1	2	1/16	1/16	1	785							
38	37	145	149	0.5		1/4	1/4	Chord	4/4	1	2	1/8	1/8	1	786							
38	37	291/2	299/2	0.5		3/8	3/8	Chord	4/4	1	2	1/8	1/8	1	787							
38	37	146	150	1.5		1/2	1/2	Chord	4/4	1	2	3/8	1/4	3/2	788							
38	37	295/2	303/2	0.5		7/8	7/8	Chord	4/4	1	2	1/8	1/8	1	789							
38	37	144	148	0.5		0	0	Chord	4/4	2	1	1/8	1/8	1	790							
38	37	289/2	297/2	1.0		1/8	1/8	Chord	4/4	2	1	1/4	1/4	1	791							
38	37	291/2	299/2	0.25		3/8	3/8	Chord	4/4	2	1	1/16	1/16	1	792							
38	37	583/4	599/4	0.25		7/16	7/16	Chord	4/4	2	1	1/16	1/16	1	793							
38	37	146	150	0.5		1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	794							
38	37	293/2	301/2	0.5		5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	795							
38	37	147	151	0.5		3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	796							
38	37	295/2	303/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	797							
38	37	144	148	1.0		0	0	Chord	4/4	2	2	1/4	1/4	1	798							
38	37	145	149	1.0		1/4	1/4	Chord	4/4	2	2	1/4	1/4	1	799							
38	37	146	150	1.0		1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	800							
38	37	147	151	1.0		3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	801							
39	38	148	152	1.0		0	0	Chord	4/4	1	1	1/4	1/4	1	802							
39	38	149	153	1.0		1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	803							
39	38	150	154	0.5		1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	804							
39	38	301/2	309/2	0.25		5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	805							
39	38	603/4	619/4	0.25		11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	806							
39	38	151	155	0.5		3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	807							
39	38	303/2	311/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	808							
39	38	148	152	0.5		0	0	Chord	4/4	1	2	1/8	1/8	1	809							
39	38	297/2	305/2	0.25		1/8	1/8	Chord	4/4	1	2	1/16	1/16	1	810							
39	38	595/4	611/4	0.25		3/16	3/16	Chord	4/4	1	2	1/16	1/16	1	811							
39	38	149	153	1.0		1/4	1/4	Chord	4/4	1	2	1/4	1/4	1	812							
39	38	150	154	0.5		1/2	1/2	Chord	4/4	1	2	1/8	1/8	1	813							
39	38	301/2	309/2	1.0		5/8	5/8	Chord	4/4	1	2	1/4	1/4	1	814							
39	38	303/2	311/2	0.5		7/8	7/8	Chord	4/4	1	2	1/8	1/8	1	815							
39	38	148	152	0.5		0	0	Chord	4/4	2	1	1/8	1/8	1	816							
39	38	297/2	305/2	1.0		1/8	1/8	Chord	4/4	2	1	1/4	1/4	1	817							
39	38	299/2	307/2	0.5		3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	818							
39	38	150	154	0.5		1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	819							
39	38	301/2	309/2	0.25		5/8	5/8	Chord	4/4	2	1	1/16	1/16	1	820							
39	38	603/4	619/4	0.25		11/16	11/16	Chord	4/4	2	1	1/16	1/16	1	821							
39	38	151	155	0.5		3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	822							
39	38	303/2	311/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	823							
39	38	148	152	1.0		0	0	Chord	4/4	2	2	1/4	1/4	1	824							
39	38	149	153	2.0		1/4	1/4	Chord	4/4	2	2	1/2	1/2	1	825							
39	38	151	155	0.5		3/4	3/4	Chord	4/4	2	2	1/8	1/8	1	826							
39	38	303/2	311/2	0.5		7/8	7/8	Chord	4/4	2	2	1/8	1/8	1	827							
40	39	152	156	0.5		0	0	Chord	4/4	1	1	1/8	1/8	1	828							
40	39	305/2	313/2	0.25		1/8	1/8	Chord	4/4	1	1	1/16	1/16	1	829							
40	39	611/4	627/4	0.25		3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	830							
40	39	153	157	0.5		1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	831							
40	39	307/2	315/2	0.5		3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	832							
40	39	154	158	0.75		1/2	1/2	Chord	4/4	1	1	3/16	1/8	3/2	833							
40	39	619/4	635/4	0.25		11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	834							
40	39	155	159	0.5		3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	835							
40	39	311/2	319/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	836							
40	39	152	156	0.5		0	0	Chord	4/4	1	2	1/8	1/8	1	837							
40	39	305/2	313/2	0.25		1/8	1/8	Chord	4/4	1	2	1/16	1/16	1	838							
40	39	611/4	627/4	0.25		3/16	3/16	Chord	4/4	1	2	1/16	1/16	1	839							
40	39	153	157	1.5		1/4	1/4	Chord	4/4	1	2	3/8	1/4	3/2	840							
40	39	309/2	317/2	0.25		5/8	5/8	Chord	4/4	1	2	1/16	1/16	1	841							
40	39	619/4	635/4	0.25		11/16	11/16	Chord	4/4	1	2	1/16	1/16	1	842							
40	39	155	159	1.0		3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	843							
40	39	152	156	0.5		0	0	Chord	4/4	2	1	1/8	1/8	1	844							
40	39	305/2	313/2	1.0		1/8	1/8	Chord	4/4	2	1	1/4	1/4	1	845							
40	39	307/2	315/2	0.5		3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	846							
40	39	154	158	0.5		1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	847							
40	39	309/2	317/2	1.0		5/8	5/8	Chord	4/4	2	1	1/4	1/4	1	848							
40	39	311/2	319/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	849							
41	40	156	160	0.75		0	0	Chord	4/4	1	1	3/16	1/8	3/2	850							
41	40	627/4	643/4	0.25		3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	851							
41	40	157	161	0.5		1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	852							
41	40	315/2	323/2	0.5		3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	853							
41	40	158	162	0.75		1/2	1/2	Chord	4/4	1	1	3/16	1/8	3/2	854							
41	40	635/4	651/4	0.25		11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	855							
41	40	159	163	0.5		3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	856							
41	40	319/2	327/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	857							
41	40	156	160	0.5		0	0	Chord	4/4	1	2	1/8	1/8	1	858							
41	40	313/2	321/2	0.25		1/8	1/8	Chord	4/4	1	2	1/16	1/16	1	859							
41	40	627/4	643/4	0.25		3/16	3/16	Chord	4/4	1	2	1/16	1/16	1	860							
41	40	157	161	1.5		1/4	1/4	Chord	4/4	1	2	3/8	1/4	3/2	861							
41	40	317/2	325/2	0.25		5/8	5/8	Chord	4/4	1	2	1/16	1/16	1	862							
41	40	635/4	651/4	0.25		11/16	11/16	Chord	4/4	1	2	1/16	1/16	1	863							
41	40	159	163	1.0		3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	864							
41	40	156	160	0.5		0	0	Chord	4/4	2	1	1/8	1/8	1	865							
41	40	313/2	321/2	1.0		1/8	1/8	Chord	4/4	2	1	1/4	1/4	1	866							
41	40	315/2	323/2	0.5		3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	867							
41	40	158	162	0.5		1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	868							
41	40	317/2	325/2	1.0		5/8	5/8	Chord	4/4	2	1	1/4	1/4	1	869							
41	40	319/2	327/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	870							
42	41	160	164	1.5		0	0	Chord	4/4	1	1	3/8	1/4	3/2	871							
42	41	323/2	331/2	0.5		3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	872							
42	41	162	166	0.5		1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	873							
42	41	325/2	333/2	0.5		5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	874							
42	41	163	167	0.5		3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	875							
42	41	327/2	335/2	0.25		7/8	7/8	Chord	4/4	1	1	1/16	1/16	1	876							
42	41	655/4	671/4	0.25		15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	877							
42	41	160	164	0.5		0	0	Chord	4/4	1	2	1/8	1/8	1	878							
42	41	321/2	329/2	0.25		1/8	1/8	Chord	4/4	1	2	1/16	1/16	1	879							
