mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	articulation
98	98	625/4	625/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	881	
98	98	313/2	313/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	882	
98	98	627/4	627/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	883	
98	98	311/2	311/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	884	
98	98	156	156	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	885	
98	98	313/2	313/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	886	
99	99	157	157	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	887	
99	99	629/4	629/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	888	
99	99	315/2	315/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	889	
99	99	631/4	631/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	890	
99	99	158	158	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	891	
99	99	633/4	633/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	892	
99	99	157	157	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	893	
99	99	315/2	315/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	894	
99	99	158	158	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	895	
100	100	317/2	317/2	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	896	
100	100	635/4	635/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	897	
100	100	159	159	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	898	
100	100	637/4	637/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	899	
100	100	319/2	319/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	900	
100	100	639/4	639/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	901	
100	100	317/2	317/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	902	
100	100	159	159	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	903	
100	100	319/2	319/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	904	
101	101	160	160	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	905	
101	101	641/4	641/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	906	
101	101	321/2	321/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	907	
101	101	643/4	643/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	908	
101	101	161	161	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	909	
101	101	645/4	645/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	910	
101	101	160	160	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	911	
101	101	641/4	641/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	912	
101	101	321/2	321/2	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	913	
101	101	643/4	643/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	914	
101	101	161	161	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	915	
101	101	645/4	645/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	916	
102	102	323/2	323/2	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	917	
102	102	647/4	647/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	918	
102	102	162	162	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	919	
102	102	649/4	649/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	920	
102	102	325/2	325/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	921	
102	102	651/4	651/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	922	
102	102	323/2	323/2	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	923	
102	102	647/4	647/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	924	
102	102	162	162	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	925	
102	102	649/4	649/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	926	
102	102	325/2	325/2	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	927	
102	102	651/4	651/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	928	
103	103	163	163	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	929	
103	103	653/4	653/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	930	
103	103	327/2	327/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	931	
103	103	655/4	655/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	932	
103	103	164	164	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	933	
103	103	657/4	657/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	934	
103	103	163	163	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	935	
103	103	653/4	653/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	936	
103	103	327/2	327/2	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	937	
103	103	655/4	655/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	938	
103	103	164	164	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	939	
103	103	657/4	657/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	940	
104	104	329/2	329/2	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	941	
104	104	659/4	659/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	942	
104	104	165	165	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	943	
104	104	661/4	661/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	944	
104	104	331/2	331/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	945	
104	104	663/4	663/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	946	
104	104	329/2	329/2	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	947	
104	104	659/4	659/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	948	
104	104	165	165	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	949	
104	104	661/4	661/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	950	
104	104	331/2	331/2	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	951	
104	104	663/4	663/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	952	
105	105	166	166	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	953	
105	105	665/4	665/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	954	
105	105	333/2	333/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	955	
105	105	667/4	667/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	956	
105	105	167	167	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	957	
105	105	669/4	669/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	958	
105	105	166	166	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	959	
105	105	665/4	665/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	960	
105	105	333/2	333/2	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	961	
105	105	667/4	667/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	962	
105	105	167	167	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	963	
105	105	669/4	669/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	964	
106	106	335/2	335/2	0.0	0	0	Chord	3/8	1	1	0	grace4	1/16	1	965	
106	106	335/2	335/2	0.75	0	0	Chord	3/8	1	1	3/16		1/8	3/2	966	ornamentTrill
106	106	673/4	673/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	967	
106	106	337/2	337/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	968	
106	106	335/2	335/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	969	
107	107	169	169	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	970	
107	107	339/2	339/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	971	
107	107	170	170	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	972	
107	107	169	169	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	973	
107	107	677/4	677/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	974	
107	107	339/2	339/2	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	975	
107	107	679/4	679/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	976	
107	107	170	170	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	977	
107	107	681/4	681/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	978	
108	108	341/2	341/2	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	979	
108	108	683/4	683/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	980	
108	108	171	171	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	981	
108	108	685/4	685/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	982	
108	108	343/2	343/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	983	
108	108	687/4	687/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	984	
108	108	341/2	341/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	985	
109	109	172	172	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	986	
109	109	345/2	345/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	987	
109	109	173	173	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	988	
109	109	172	172	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	989	
109	109	689/4	689/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	990	
109	109	345/2	345/2	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	991	
109	109	691/4	691/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	992	
109	109	173	173	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	993	
109	109	693/4	693/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	994	
110	110	347/2	347/2	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	995	
110	110	695/4	695/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	996	
110	110	174	174	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	997	
110	110	697/4	697/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	998	
110	110	349/2	349/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	999	
110	110	699/4	699/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	1000	
110	110	347/2	347/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	1001	
111	111	175	175	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	1002	
111	111	351/2	351/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	1003	
111	111	176	176	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	1004	
111	111	175	175	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	1005	
111	111	701/4	701/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	1006	
111	111	351/2	351/2	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	1007	
111	111	703/4	703/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	1008	
111	111	176	176	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	1009	
111	111	705/4	705/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	1010	
112	112	353/2	353/2	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	1011	
112	112	707/4	707/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	1012	
112	112	177	177	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	1013	
112	112	709/4	709/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	1014	
112	112	355/2	355/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	1015	
112	112	711/4	711/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	1016	
112	112	353/2	353/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	1017	
113	113	178	178	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	1018	
113	113	713/4	713/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	1019	
113	113	357/2	357/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	1020	
113	113	715/4	715/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	1021	
113	113	179	179	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	1022	
113	113	717/4	717/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	1023	
113	113	178	178	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	1024	
113	113	357/2	357/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	1025	
113	113	179	179	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	1026	
114	114	359/2	359/2	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	1027	
114	114	719/4	719/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	1028	
114	114	180	180	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	1029	
114	114	721/4	721/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	1030	
114	114	361/2	361/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	1031	
114	114	723/4	723/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	1032	
114	114	359/2	359/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	1033	
114	114	361/2	361/2	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	1034	
115	115	181	181	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	1035	
115	115	725/4	725/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	1036	
115	115	363/2	363/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	1037	
115	115	727/4	727/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	1038	
115	115	182	182	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	1039	
115	115	729/4	729/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	1040	
115	115	181	181	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	1041	
115	115	363/2	363/2	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	1042	
115	115	182	182	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	1043	
116	116	365/2	365/2	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	1044	
116	116	731/4	731/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	1045	
116	116	183	183	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	1046	
116	116	733/4	733/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	1047	
116	116	367/2	367/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	1048	
116	116	735/4	735/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	1049	
116	116	365/2	365/2	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	1050	
116	116	183	183	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	1051	
116	116	367/2	367/2	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	1052	
117	117	184	184	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	1053	
117	117	737/4	737/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	1054	
117	117	369/2	369/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	1055	
117	117	739/4	739/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	1056	
117	117	185	185	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	1057	
117	117	741/4	741/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	1058	
117	117	184	184	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	1059	
117	117	369/2	369/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	1060	
117	117	185	185	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	1061	
118	118	371/2	371/2	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	1062	
118	118	743/4	743/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	1063	
118	118	186	186	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	1064	
118	118	745/4	745/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	1065	
118	118	373/2	373/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	1066	
118	118	747/4	747/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	1067	
118	118	371/2	371/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	1068	
118	118	186	186	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	1069	
118	118	373/2	373/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	1070	
119	119	187	187	1.5	0	0	Chord	3/8	1	1	3/8		1/4	3/2	1071	ornamentTrill
119	119	187	187	1.5	0	0	Chord	3/8	2	1	3/8		1/4	3/2	1072	
