mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	articulation	tempo	qpm	tempo_visible	slur
99	99	148	148	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	883					
99	99	593/4	593/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	884					
100	100	297/2	297/2	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	885					
100	100	595/4	595/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	886					
100	100	149	149	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	887					
100	100	597/4	597/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	888					
100	100	299/2	299/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	889					
100	100	599/4	599/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	890					
100	100	297/2	297/2	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	891					
100	100	595/4	595/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	892					
100	100	149	149	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	893					
100	100	597/4	597/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	894					
100	100	299/2	299/2	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	895					
100	100	599/4	599/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	896					
101	101	150	150	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	897					
101	101	601/4	601/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	898					
101	101	301/2	301/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	899					
101	101	603/4	603/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	900					
101	101	151	151	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	901					
101	101	605/4	605/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	902					
101	101	150	150	1.5	0	0	Chord	3/8	2	1	3/8		1/4	3/2	903					
102	102	303/2	303/2	0.125	0	0	Chord	3/8	1	1	1/32		1/32	1	904					
102	102	1213/8	1213/8	0.125	1/32	1/32	Chord	3/8	1	1	1/32		1/32	1	905					
102	102	607/4	607/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	906					
102	102	152	152	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	907					
102	102	305/2	305/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	908					
102	102	303/2	303/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	909					
102	102	152	152	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	910					
102	102	305/2	305/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	911					
103	103	307/2	307/2	1.0	1/8	1/8	Chord	3/8	1	1	1/4		1/4	1	912					
103	103	153	153	0.5	0	0	Chord	3/8	1	2	1/8		1/8	1	913					
103	103	307/2	307/2	0.5	1/8	1/8	Chord	3/8	1	2	1/8		1/8	1	914					
103	103	154	154	0.5	1/4	1/4	Chord	3/8	1	2	1/8		1/8	1	915					
103	103	153	153	1.0	0	0	Chord	3/8	2	1	1/4		1/4	1	916					
103	103	154	154	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	917					
104	104	309/2	309/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	918					
104	104	155	155	1.0	1/8	1/8	Chord	3/8	1	1	1/4		1/4	1	919					
104	104	309/2	309/2	0.5	0	0	Chord	3/8	1	2	1/8		1/8	1	920					
104	104	155	155	0.5	1/8	1/8	Chord	3/8	1	2	1/8		1/8	1	921					
104	104	311/2	311/2	0.5	1/4	1/4	Chord	3/8	1	2	1/8		1/8	1	922					
104	104	309/2	309/2	1.0	0	0	Chord	3/8	2	1	1/4		1/4	1	923					
104	104	311/2	311/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	924					
105	105	156	156	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	925					
105	105	313/2	313/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	926					
105	105	157	157	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	927					
105	105	156	156	1.0	0	0	Chord	3/8	1	2	1/4		1/4	1	928					
105	105	156	156	1.0	0	0	Chord	3/8	2	1	1/4		1/4	1	929					
105	105	157	157	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	930					
106	106	315/2	315/2	0.125	0	0	Chord	3/8	1	1	1/32		1/32	1	931					
106	106	1261/8	1261/8	0.125	1/32	1/32	Chord	3/8	1	1	1/32		1/32	1	932					
106	106	631/4	631/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	933					
106	106	158	158	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	934					
106	106	317/2	317/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	935					
106	106	315/2	315/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	936					
106	106	158	158	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	937					
106	106	317/2	317/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	938					
107	107	319/2	319/2	1.0	1/8	1/8	Chord	3/8	1	1	1/4		1/4	1	939					
107	107	159	159	0.5	0	0	Chord	3/8	1	2	1/8		1/8	1	940					
107	107	319/2	319/2	0.5	1/8	1/8	Chord	3/8	1	2	1/8		1/8	1	941					
107	107	160	160	0.5	1/4	1/4	Chord	3/8	1	2	1/8		1/8	1	942					
107	107	159	159	1.0	0	0	Chord	3/8	2	1	1/4		1/4	1	943					
107	107	160	160	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	944					
108	108	321/2	321/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	945					
108	108	161	161	1.0	1/8	1/8	Chord	3/8	1	1	1/4		1/4	1	946					
108	108	321/2	321/2	0.5	0	0	Chord	3/8	1	2	1/8		1/8	1	947					
108	108	161	161	0.5	1/8	1/8	Chord	3/8	1	2	1/8		1/8	1	948					
108	108	323/2	323/2	0.5	1/4	1/4	Chord	3/8	1	2	1/8		1/8	1	949					
108	108	321/2	321/2	1.0	0	0	Chord	3/8	2	1	1/4		1/4	1	950					
108	108	323/2	323/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	951					
109	109	162	162	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	952					
109	109	325/2	325/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	953					
109	109	163	163	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	954					
109	109	162	162	1.5	0	0	Chord	3/8	1	2	3/8		1/4	3/2	955					
109	109	162	162	1.0	0	0	Chord	3/8	2	1	1/4		1/4	1	956					
109	109	163	163	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	957					
110	110	327/2	327/2	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	958					
110	110	655/4	655/4	0.125	1/16	1/16	Chord	3/8	1	1	1/32		1/32	1	959					
110	110	1311/8	1311/8	0.125	3/32	3/32	Chord	3/8	1	1	1/32		1/32	1	960					
110	110	164	164	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	961					
110	110	329/2	329/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	962					
110	110	327/2	327/2	0.5	0	0	Chord	3/8	1	2	1/8		1/8	1	963					
110	110	164	164	0.5	1/8	1/8	Chord	3/8	1	2	1/8		1/8	1	964					
110	110	329/2	329/2	0.5	1/4	1/4	Chord	3/8	1	2	1/8		1/8	1	965					
110	110	327/2	327/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	966					
110	110	164	164	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	967					
110	110	329/2	329/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	968					
111	111	165	165	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	969					
111	111	661/4	661/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	970					
111	111	331/2	331/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	971					
111	111	663/4	663/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	972					
111	111	166	166	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	973					
111	111	665/4	665/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	974					
111	111	165	165	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	975					
111	111	331/2	331/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	976					
111	111	166	166	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	977					
112	112	333/2	333/2	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	978					
112	112	667/4	667/4	0.125	1/16	1/16	Chord	3/8	1	1	1/32		1/32	1	979					
112	112	1335/8	1335/8	0.125	3/32	3/32	Chord	3/8	1	1	1/32		1/32	1	980					
112	112	167	167	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	981					
112	112	335/2	335/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	982					
112	112	333/2	333/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	983					
112	112	167	167	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	984					
112	112	335/2	335/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	985					
113	113	168	168	1.5	0	0	Chord	3/8	1	1	3/8		1/4	3/2	986	ornamentTrill				
113	113	168	168	1.5	0	0	Chord	3/8	2	1	3/8		1/4	3/2	987					
